source_notice,notice_date,source_authority,parent_county,level,name,raw_name,headquarters_name,rename_note,parent_name,parent_level,publication_section,source_status,activation_status,effective_date,parent_match_status
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,Kilifi,service_delivery_subcounty,Magarini South,Magarini South (Magarini renamed),,Magarini renamed,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,matched_reference
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Magarini North,Magarini North,,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Kokane,Kokane: Headquarters - Assa,Assa,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Akachiu,Akachiu,,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,Meru,service_delivery_subcounty,Maua,Maua (Igembe South renamed),,Igembe South renamed,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,matched_reference
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Tharaka West,Tharaka West: Headquarters - Kibung’a,Kibung’a,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Mukothima,Mukothima,,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Ndithini,Ndithini: Headquarters - Kiatineni Market,Kiatineni Market,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Nuu,Nuu: Headquarters - Nuu Trading Centre,Nuu Trading Centre,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Zombe,Zombe (Mutitu Sub-county re-named),,Mutitu Sub-county re-named,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Illeret,Illeret,,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Engineer,Engineer,,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Soin,Soin: Headquarters-Kipsitet,Kipsitet,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,Kericho,service_delivery_subcounty,Sigowet,Sigowet (Soin Sigowet renamed): Headquarters- Chepkemel,Chepkemel,Soin Sigowet renamed,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,matched_reference
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Kolowa,Kolowa: Headquarters - Kolowa,Kolowa,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Baringo West,Baringo West: Headquarters- Barwesa,Barwesa,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Mukutani,Mukutani: Headquarters - Mukutani,Mukutani,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Tiaty Central,Tiaty Central (Tiaty West renamed): Headquarters -,,Tiaty West renamed,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,Samburu,service_delivery_subcounty,Samburu West,Samburu West: Headquarters - Loosuk,Loosuk,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,matched_reference
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,Trans Nzoia,service_delivery_subcounty,Saboti,Saboti,,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,matched_reference
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,North East Kano,North East Kano: Headquarters - Masogo,Masogo,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Ndhiwa East,Ndhiwa East: Headquarters - Ombo,Ombo,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,Homa Bay,service_delivery_subcounty,Ndhiwa West,Ndhiwa West (Ndhiwa renamed),,Ndhiwa renamed,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,matched_reference
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Siaya West,Siaya West: Headquarters - Uranga,Uranga,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,unresolved
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,Nairobi,service_delivery_subcounty,Embakasi East,Embakasi East,,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,matched_reference
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,Nairobi,service_delivery_subcounty,Embakasi West,Embakasi West,,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,matched_reference
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,Nairobi,service_delivery_subcounty,Embakasi North,Embakasi North,,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,matched_reference
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,,service_delivery_subcounty,Embakasi Central,Embakasi Central (Embakasi renamed),,Embakasi renamed,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,ambiguous_reference
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,Nairobi,service_delivery_subcounty,Embakasi South,Embakasi South,,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,matched_reference
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,Nairobi,service_delivery_subcounty,Roysambu,Roysambu,,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,matched_reference
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,Nairobi,service_delivery_subcounty,Ruaraka,Ruaraka,,,,country_or_county_unresolved,top_subcounties,proposed_administrative_units,unconfirmed,2024-11-22,matched_reference
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KILIFI COUNTY,service_delivery_subcounty,MAGARINI SUB-COUNTY,MAGARINI SUB-COUNTY,,,KILIFI COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KILIFI COUNTY,service_delivery_division,Adu,Adu,,,MAGARINI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KILIFI COUNTY,service_delivery_division,Garashi,Garashi,,,MAGARINI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KILIFI COUNTY,service_delivery_subcounty,CHONYI SUB-COUNTY,CHONYI SUB-COUNTY,,,KILIFI COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KILIFI COUNTY,service_delivery_division,Chasimba,Chasimba,,,CHONYI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KILIFI COUNTY,service_delivery_location,Kitsoeni,Kitsoeni,,,CHONYI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KILIFI COUNTY,service_delivery_location,Mwakambi,Mwakambi,,,CHONYI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KILIFI COUNTY,service_delivery_sublocation,Mwele,Mwele,,,CHONYI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KILIFI COUNTY,service_delivery_sublocation,Bundacho,Bundacho,,,CHONYI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KILIFI COUNTY,service_delivery_sublocation,Dzitsoni,Dzitsoni,,,CHONYI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_subcounty,TARASAA SUB-COUNTY,TARASAA SUB-COUNTY,,,TANA RIVER COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_division,Garsen Central,Garsen Central,,,TARASAA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_location,Tarasaa,Tarasaa,,,TARASAA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_location,Ongonyo,Ongonyo,,,TARASAA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_sublocation,Vumilia,Vumilia,,,TARASAA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_sublocation,Hiari,Hiari,,,TARASAA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_sublocation,Agarte,Agarte,,,TARASAA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_sublocation,Meti Charaka,Meti Charaka,,,TARASAA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_sublocation,Bura Kirashi,Bura Kirashi,,,TARASAA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_sublocation,Gomesa,Gomesa,,,TARASAA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_subcounty,TANA RIVER SUB-COUNTY,TANA RIVER SUB-COUNTY,,,TANA RIVER COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_location,Kibusu,Kibusu,,,TANA RIVER SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_location,Kokani Gobo,Kokani Gobo,,,TANA RIVER SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_sublocation,Minjila,Minjila,,,TANA RIVER SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_sublocation,Kibusu,Kibusu,,,TANA RIVER SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_sublocation,Gamo,Gamo,,,TANA RIVER SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TANA RIVER COUNTY,service_delivery_sublocation,Hiddi,Hiddi,,,TANA RIVER SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_subcounty,TAVETA SUB-COUNTY,TAVETA SUB-COUNTY,,,TAITA TAVETA COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_division,Mboghoni,Mboghoni,,,TAVETA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_division,Mahoo,Mahoo,,,TAVETA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_location,Salaita,Salaita,,,TAVETA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Tangini,Tangini,,,TAVETA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Salaita,Salaita,,,TAVETA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_subcounty,VOI SUB-COUNTY,VOI SUB-COUNTY,,,TAITA TAVETA COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_division,Sagalla,Sagalla,,,VOI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_location,Buguta,Buguta,,,VOI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_location,Kaloleni,Kaloleni,,,VOI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_location,Mwangea,Mwangea,,,VOI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_location,Ndome,Ndome,,,VOI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Gimba,Gimba,,,VOI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Birikani,Birikani,,,VOI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Mwakingali,Mwakingali,,,VOI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Ndii,Ndii,,,VOI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Kulikila,Kulikila,,,VOI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Mkamenyi,Mkamenyi,,,VOI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_subcounty,TAITA SUB-COUNTY,TAITA SUB-COUNTY,,,TAITA TAVETA COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_division,Werugha,Werugha,,,TAITA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_location,Werugha,Werugha,,,TAITA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_location,Choke,Choke,,,TAITA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_location,Mghange,Mghange,,,TAITA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Sangenyi,Sangenyi,,,TAITA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Ngongodinyi,Ngongodinyi,,,TAITA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Mlilo,Mlilo,,,TAITA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_subcounty,MWATATE SUB-COUNTY,MWATATE SUB-COUNTY,,,TAITA TAVETA COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_division,Bura,Bura,,,MWATATE SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_location,Rong’e Nyika,Rong’e Nyika,,,MWATATE SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_location,Nyika,Nyika,,,MWATATE SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_location,Chawia ya Chini,Chawia ya Chini,,,MWATATE SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_location,Mrughua,Mrughua,,,MWATATE SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Silalonyi,Silalonyi,,,MWATATE SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Shelemba/Shogholonyi,Shelemba/Shogholonyi,,,MWATATE SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Mwavunyo,Mwavunyo,,,MWATATE SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Manoa,Manoa,,,MWATATE SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Mwashoti,Mwashoti,,,MWATATE SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Mrabeni/Mwele,Mrabeni/Mwele,,,MWATATE SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,TAITA TAVETA COUNTY,service_delivery_sublocation,Mgheno,Mgheno,,,MWATATE SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,GARISSA COUNTY,service_delivery_subcounty,LIBOI SUB-COUNTY,LIBOI SUB-COUNTY,,,GARISSA COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,GARISSA COUNTY,service_delivery_division,Damajale,Damajale,,,LIBOI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,GARISSA COUNTY,service_delivery_location,Harhar,Harhar,,,LIBOI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
