source_notice,notice_date,source_authority,parent_county,level,name,raw_name,headquarters_name,rename_note,parent_name,parent_level,publication_section,source_status,activation_status,effective_date,parent_match_status
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MANDERA COUNTY,service_delivery_location,Choroqo,Choroqo,,,BANISA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MANDERA COUNTY,service_delivery_subcounty,MANDERA EAST SUB-COUNTY,MANDERA EAST SUB-COUNTY,,,MANDERA COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MANDERA COUNTY,service_delivery_location,Koromey,Koromey,,,MANDERA EAST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MANDERA COUNTY,service_delivery_sublocation,Arabia Central,Arabia Central,,,MANDERA EAST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MANDERA COUNTY,service_delivery_sublocation,Dariqa Upper,Dariqa Upper,,,MANDERA EAST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MANDERA COUNTY,service_delivery_subcounty,LAFEY SUB-COUNTY,LAFEY SUB-COUNTY,,,MANDERA COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MANDERA COUNTY,service_delivery_division,Fino,Fino,,,LAFEY SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MANDERA COUNTY,service_delivery_location,Harer Tur,Harer Tur,,,LAFEY SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MANDERA COUNTY,service_delivery_sublocation,Bananaei,Bananaei,,,LAFEY SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MANDERA COUNTY,service_delivery_sublocation,Goraa,Goraa,,,LAFEY SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MANDERA COUNTY,service_delivery_sublocation,Mansa,Mansa,,,LAFEY SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MANDERA COUNTY,service_delivery_sublocation,Sala 2,Sala 2,,,LAFEY SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MANDERA COUNTY,service_delivery_sublocation,Nawanawa,Nawanawa,,,LAFEY SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_subcounty,IGEMBE SOUTH SUB-COUNTY,IGEMBE SOUTH SUB-COUNTY,,,MERU COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_division,Kiegoi/Antubochiu,Kiegoi/Antubochiu,,,IGEMBE SOUTH SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_division,Giika,Giika,,,IGEMBE SOUTH SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_location,Nceeme,Nceeme,,,IGEMBE SOUTH SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_location,Kianyungu,Kianyungu,,,IGEMBE SOUTH SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Kamburu,Kamburu,,,IGEMBE SOUTH SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Tumutumu,Tumutumu,,,IGEMBE SOUTH SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Thubai,Thubai,,,IGEMBE SOUTH SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Kilili,Kilili,,,IGEMBE SOUTH SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Kilalai,Kilalai,,,IGEMBE SOUTH SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_subcounty,TIGANIA WEST SUB-COUNTY,TIGANIA WEST SUB-COUNTY,,,MERU COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_location,Machaku,Machaku,,,TIGANIA WEST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Kigumone,Kigumone,,,TIGANIA WEST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_subcounty,NKUENE / MITUNGUU SUB-COUNTY,NKUENE / MITUNGUU SUB-COUNTY,,,MERU COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_location,Gakuri,Gakuri,,,NKUENE / MITUNGUU SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_location,Miramene,Miramene,,,NKUENE / MITUNGUU SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_location,Nkumari,Nkumari,,,NKUENE / MITUNGUU SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Gituune,Gituune,,,NKUENE / MITUNGUU SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Nkubu Nkuru,Nkubu Nkuru,,,NKUENE / MITUNGUU SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Ntemwene,Ntemwene,,,NKUENE / MITUNGUU SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Abogeri,Abogeri,,,NKUENE / MITUNGUU SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Gankondi,Gankondi,,,NKUENE / MITUNGUU SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Kathangari,Kathangari,,,NKUENE / MITUNGUU SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_subcounty,ABOGETA SUB-COUNTY,ABOGETA SUB-COUNTY,,,MERU COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_location,Ngongoni,Ngongoni,,,ABOGETA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Nkadone,Nkadone,,,ABOGETA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Nkuthine,Nkuthine,,,ABOGETA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_subcounty,IGOJI SUB-COUNTY,IGOJI SUB-COUNTY,,,MERU COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_location,Kinoru,Kinoru,,,IGOJI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_location,Kiroone,Kiroone,,,IGOJI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Njerune,Njerune,,,IGOJI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Gitine,Gitine,,,IGOJI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Mugae,Mugae,,,IGOJI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_subcounty,BUURI EAST SUB-COUNTY,BUURI EAST SUB-COUNTY,,,MERU COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_division,Ntugi,Ntugi,,,BUURI EAST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_location,Muriinya,Muriinya,,,BUURI EAST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Machaka,Machaka,,,BUURI EAST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Gakando,Gakando,,,BUURI EAST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_subcounty,IGEMBE NORTH SUB-COUNTY,IGEMBE NORTH SUB-COUNTY,,,MERU COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_division,Antuambui,Antuambui,,,IGEMBE NORTH SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Laare,Laare,,,IGEMBE NORTH SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Kilera,Kilera,,,IGEMBE NORTH SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_subcounty,MUTUATI SUB-COUNTY,MUTUATI SUB-COUNTY,,,MERU COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_location,Ndoleli,Ndoleli,,,MUTUATI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Malaene,Malaene,,,MUTUATI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MERU COUNTY,service_delivery_sublocation,Kamani,Kamani,,,MUTUATI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_subcounty,KITUI WEST SUB-COUNTY,KITUI WEST SUB-COUNTY,,,KITUI COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_location,Kangii,Kangii,,,KITUI WEST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_location,Kakumuti,Kakumuti,,,KITUI WEST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_sublocation,Kiamani,Kiamani,,,KITUI WEST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_sublocation,Kavonge,Kavonge,,,KITUI WEST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_sublocation,Muambani,Muambani,,,KITUI WEST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_sublocation,Kiatine,Kiatine,,,KITUI WEST SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_subcounty,MATINYANI SUB-COUNTY,MATINYANI SUB-COUNTY,,,KITUI COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_location,Kyambusya,Kyambusya,,,MATINYANI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_location,Musosya,Musosya,,,MATINYANI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_sublocation,Kakumi,Kakumi,,,MATINYANI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_sublocation,Kyeni,Kyeni,,,MATINYANI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_sublocation,Tungu,Tungu,,,MATINYANI SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_subcounty,KITUI CENTRAL SUB-COUNTY,KITUI CENTRAL SUB-COUNTY,,,KITUI COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,KITUI COUNTY,service_delivery_sublocation,Majengo,Majengo,,,KITUI CENTRAL SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_subcounty,MWALA SUB-COUNTY,MWALA SUB-COUNTY,,,MACHAKOS COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_division,Mbiuni,Mbiuni,,,MWALA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_location,Kyamatula,Kyamatula,,,MWALA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_location,Kambiti,Kambiti,,,MWALA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_location,Mwasua,Mwasua,,,MWALA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Kithiiani,Kithiiani,,,MWALA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Kundu,Kundu,,,MWALA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Ngoluni,Ngoluni,,,MWALA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Kilaatu,Kilaatu,,,MWALA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Wamunyu,Wamunyu,,,MWALA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Mbaikini,Mbaikini,,,MWALA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Sofia,Sofia,,,MWALA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Ndeini,Ndeini,,,MWALA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Nunga,Nunga,,,MWALA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Kaiani,Kaiani,,,MWALA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_subcounty,MASINGA SUB-COUNTY,MASINGA SUB-COUNTY,,,MACHAKOS COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_division,Muthesya,Muthesya,,,MASINGA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_location,Mukusu,Mukusu,,,MASINGA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Ngungi,Ngungi,,,MASINGA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Mutwamwaniki,Mutwamwaniki,,,MASINGA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Ngetatni,Ngetatni,,,MASINGA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Ulutwa,Ulutwa,,,MASINGA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MACHAKOS COUNTY,service_delivery_sublocation,Katothya,Katothya,,,MASINGA SUB-COUNTY,service_delivery_subcounty,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
Gazette Notice No. 15341 of 2024,2024-11-22,Kenya Law / Government of Kenya,MAKUENI COUNTY,service_delivery_subcounty,MAKUENI SUB-COUNTY,MAKUENI SUB-COUNTY,,,MAKUENI COUNTY,county,county_detail,listed_service_delivery_unit,unconfirmed,2024-11-22,gazette_context
