canonical_variant_entity_id,canonical_entity_type,canonical_status,source_system,source_row_id,source_sku,source_parent_ref,parent_resolution_method,parent_product_entity_id,parent_product_source_row_id,canonical_name,attribute_1_name,attribute_1_value,attribute_2_name,attribute_2_value,unit_of_measure_external,pack_size_value_external,pack_size_unit_external,pack_size_text_external,weight_kg,length_cm,width_cm,height_cm,thickness_mm,diameter_value,diameter_unit,omniclass_code,masterformat_code,uniformat_code,etim_code,icms_code,source_content_hash
836b7a3c-1a43-518b-9fbd-f8091b08f35b,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,10489,WP023,WP022,unique_parent_sku,489be80c-361e-5e94-ae7e-bfb824487747,10469,Crown Vinyl Matt Emulsion Xtreme APS Shades,size in litres,20,Group,1,L,20,L,20 L,,,,,,,,23-15 21 11,09 91 00,,,04.060,eb7405e0200a50a86824a8572151f8d14196a94c449e6bf39fce64238b9bc8c1
796cc1df-6121-5984-a577-e1125104c270,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,10490,WP024,WP022,unique_parent_sku,489be80c-361e-5e94-ae7e-bfb824487747,10469,Crown Vinyl Matt Emulsion Xtreme APS Shades,size in litres,4,Group,1,L,4,L,4 L,,,,,,,,23-15 21 11,09 91 00,,,04.060,094c109c25b9b4bb3f59c602045c115eed3ef58c42fa7ed6d2118755acf0368b
f60c2941-2c19-5b7d-8a07-20a168d5bf6c,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,10491,WP025,WP022,unique_parent_sku,489be80c-361e-5e94-ae7e-bfb824487747,10469,Crown Vinyl Matt Emulsion Xtreme APS Shades,size in litres,1,Group,1,L,1,L,1 L,,,,,,,,23-15 21 11,09 91 00,,,04.060,6b8ab1446ba55fbe2064f164e2b5a283b4c9d0856a2e285b5054b885246a415c
19be2376-f304-5ff9-8c2f-d5360edf13ec,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,10492,WP026,WP022,unique_parent_sku,489be80c-361e-5e94-ae7e-bfb824487747,10469,Crown Vinyl Matt Emulsion Xtreme APS Shades,size in litres,20,Group,2,L,20,L,20 L,,,,,,,,23-15 21 11,09 91 00,,,04.060,a8abc009200a11fafdea4da2f9681ac9dcb44e2a421f0de1e68bce0e1f8e26a1
dc6f057b-4259-5cd4-8c0d-f3608a20dd9a,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,10493,WP027,WP022,unique_parent_sku,489be80c-361e-5e94-ae7e-bfb824487747,10469,Crown Vinyl Matt Emulsion Xtreme APS Shades,size in litres,4,Group,2,L,4,L,4 L,,,,,,,,23-15 21 11,09 91 00,,,04.060,a8c1ef1d33554f144fe5908905ce130fc7c502646f8593595ec70107bbbc2e1e
64ebd343-68cb-5bf4-82df-af0f6ee0317b,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,10494,WP028,WP022,unique_parent_sku,489be80c-361e-5e94-ae7e-bfb824487747,10469,Crown Vinyl Matt Emulsion Xtreme APS Shades,size in litres,1,Group,2,L,1,L,1 L,,,,,,,,23-15 21 11,09 91 00,,,04.060,579c3ad166050d3dd01a0a190ebac094c09d6868f2ecd5a4e1012d9e2186d996
f4ecbfae-8abf-53e6-9d22-1f7db8acc74a,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,14991,SSTL002,SSTL001,unique_parent_sku,8443ac2a-7941-587d-91cc-1b9e20789d4a,14990,Black pipes -Class A - ½”,Diameter in Inches,½”,,,piece,1,piece,1 piece,5.77,,,,,,,23-31 35 00,22 10 00,,,05.050,e9acdb702d2658ca6a8bab9085698193fb87f1e38ab304a613fa1161936a02b0
e06abf23-10e1-5546-9359-060195a55858,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,14992,SSTL003,SSTL001,unique_parent_sku,8443ac2a-7941-587d-91cc-1b9e20789d4a,14990,Black pipes -Class A - ¾”,Diameter in Inches,¾”,,,piece,1,piece,1 piece,8.52,,,,,,,23-31 35 00,22 10 00,,,05.050,50d5e33cf166d4a2bc55c4cfad2fb69e0a4998b2a0de6f31e8745a515bb073d8
8aa24371-506a-5547-9a58-bc7cdb10518c,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,14993,SSTL004,SSTL001,unique_parent_sku,8443ac2a-7941-587d-91cc-1b9e20789d4a,14990,Black pipes -Class A - 1”,Diameter in Inches,1”,,,piece,1,piece,1 piece,12.18,,,,,,,23-31 35 00,22 10 00,,,05.050,a7df71673d22918182da8f2f31879db0079b267d035b4b3db75481b26d79aa10
4ae4d13b-0451-5e42-9ea1-c18b2f995d02,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,14994,SSTL005,SSTL001,unique_parent_sku,8443ac2a-7941-587d-91cc-1b9e20789d4a,14990,Black pipes -Class A - 1¼”,Diameter in Inches,1¼”,,,piece,1,piece,1 piece,15.66,,,,,,,23-31 35 00,22 10 00,,,05.050,0ef4b3904a93dd015aa8c760f3d1ab2033da1f422d9dbe33b1ec435913c85588
12a7b562-d9a6-5f75-b4e3-1be2dae601c7,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,14995,SSTL006,SSTL001,unique_parent_sku,8443ac2a-7941-587d-91cc-1b9e20789d4a,14990,Black pipes -Class A - 1½”,Diameter in Inches,1½”,,,piece,1,piece,1 piece,19.74,,,,,,,23-31 35 00,22 10 00,,,05.050,90dcf655d647a626a9c4232d77b9b7aff09a06bd91032ad28301f5fe86aa986a
d44280a0-0d5e-5a34-9853-171ae4871006,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,14996,SSTL007,SSTL001,unique_parent_sku,8443ac2a-7941-587d-91cc-1b9e20789d4a,14990,Black pipes -Class A - 2”,Diameter in Inches,2”,,,piece,1,piece,1 piece,25.08,,,,,,,23-31 35 00,22 10 00,,,05.050,5304819e76f1cc2461d459b79b21a272186b4cedf121a1835ac6507eca5eb034
52b2705d-69a8-5744-b648-b8dc8515fe70,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,14997,SSTL008,SSTL001,unique_parent_sku,8443ac2a-7941-587d-91cc-1b9e20789d4a,14990,Black pipes -Class A - 2½”,Diameter in Inches,2½”,,,piece,1,piece,1 piece,36.81,,,,,,,23-31 35 00,22 10 00,,,05.050,ab560108a5a786468eeeac68f19b3ed9c8de4e9aa1a1b8853c0f362c45bf1c5d
bf12a85b-aa8a-5c49-9df2-03118c123011,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,14998,SSTL009,SSTL001,unique_parent_sku,8443ac2a-7941-587d-91cc-1b9e20789d4a,14990,Black pipes -Class A - 3”,Diameter in Inches,3”,,,piece,1,piece,1 piece,41.88,,,,,,,23-31 35 00,22 10 00,,,05.050,b1660f1113ba16336e16123ebf5de0482e740029742bd110f151285dfa6d83c0
8ff8d9cb-0f8c-5c75-90c3-e5a18373e682,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,14999,SSTL010,SSTL001,unique_parent_sku,8443ac2a-7941-587d-91cc-1b9e20789d4a,14990,Black pipes -Class A - 4”,Diameter in Inches,4”,,,piece,1,piece,1 piece,61.2,,,,,,,23-31 35 00,22 10 00,,,05.050,cff1ec621ae40f02a076238e013bab4a51479b79a41c33c01db5e944bb3de80d
be11b898-af22-5577-b971-e7468551b9e0,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15001,SSTL012,SSTL011,unique_parent_sku,6a8bfff0-44c1-5df7-972b-423dbf1ca4dc,15000,Black Pipes- class B - ½”,Diameter in Inches,½”,,,piece,1,piece,1 piece,7.38,,,,,,,23-31 35 00,22 10 00,,,05.050,a8e2911d95cca57c396928f98f0c479d6beef920c7a1b4e7b48f9c1bb7184f59
b7eb8997-48bd-5d42-88e5-5ad7a5c956d9,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15002,SSTL013,SSTL011,unique_parent_sku,6a8bfff0-44c1-5df7-972b-423dbf1ca4dc,15000,Black Pipes- class B - ¾”,Diameter in Inches,¾”,,,piece,1,piece,1 piece,9.54,,,,,,,23-31 35 00,22 10 00,,,05.050,5a621c5a6705d8eb5cb0301c24add0ea53e2ca2a11f4e8f0c6373c350ad838d1
3e103fee-c725-5c3e-983d-c4a042831c74,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15003,SSTL014,SSTL011,unique_parent_sku,6a8bfff0-44c1-5df7-972b-423dbf1ca4dc,15000,Black Pipes- class B - 1”,Diameter in Inches,1”,,,piece,1,piece,1 piece,14.76,,,,,,,23-31 35 00,22 10 00,,,05.050,af8dd0f71748ac799a5db4bc773902d34c19e4547ed66a3c2c993a6f6fd95f3f
ddb4614b-0223-5f56-90ed-7b3880335fcd,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15004,SSTL015,SSTL011,unique_parent_sku,6a8bfff0-44c1-5df7-972b-423dbf1ca4dc,15000,Black Pipes- class B - 1¼”,Diameter in Inches,1¼”,,,piece,1,piece,1 piece,19.02,,,,,,,23-31 35 00,22 10 00,,,05.050,cebb09ef17f49625d4d04c36919e422c4ec464d09ebb0260782e7c953afea82e
95869d25-9de3-5a62-b17c-759f04b6ea80,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15005,SSTL016,SSTL011,unique_parent_sku,6a8bfff0-44c1-5df7-972b-423dbf1ca4dc,15000,Black Pipes- class B - 1½”,Diameter in Inches,1½”,,,piece,1,piece,1 piece,21.9,,,,,,,23-31 35 00,22 10 00,,,05.050,698ad1ee09b1d3f2593fa81c733ec0f17d45aa958bc023ea5d47c2002bf74cb2
e88868df-0285-5583-bfe5-241acd48cb88,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15006,SSTL017,SSTL011,unique_parent_sku,6a8bfff0-44c1-5df7-972b-423dbf1ca4dc,15000,Black Pipes- class B - 2”,Diameter in Inches,2”,,,piece,1,piece,1 piece,31.02,,,,,,,23-31 35 00,22 10 00,,,05.050,d8b88f6dd52de77a40f61d5af2adeb6c9452358c8bb58b9c5b0f31dbb02b0961
5100827a-78e7-508e-8722-bce47525e01f,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15007,SSTL018,SSTL011,unique_parent_sku,6a8bfff0-44c1-5df7-972b-423dbf1ca4dc,15000,Black Pipes- class B - 2½”,Diameter in Inches,2½”,,,piece,1,piece,1 piece,39.78,,,,,,,23-31 35 00,22 10 00,,,05.050,217e50a70037f9aa6f8165d7ad8697391b7c0387e9894f8eb62ac63913a922d4
e96b2fc9-2d09-5786-971a-400b2971a125,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15008,SSTL019,SSTL011,unique_parent_sku,6a8bfff0-44c1-5df7-972b-423dbf1ca4dc,15000,Black Pipes- class B - 3”,Diameter in Inches,3”,,,piece,1,piece,1 piece,51.84,,,,,,,23-31 35 00,22 10 00,,,05.050,431583a907700f6d6f8dbd3ec4686a381c699e6684bcac75653f9a01391e4921
ef64973a-dea4-5d7e-9a81-03eb4d43a521,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15009,SSTL020,SSTL011,unique_parent_sku,6a8bfff0-44c1-5df7-972b-423dbf1ca4dc,15000,Black Pipes- class B - 4”,Diameter in Inches,4”,,,piece,1,piece,1 piece,74.4,,,,,,,23-31 35 00,22 10 00,,,05.050,e646961503515de62923835a3732c79f919a49aa0b1d6a2fa427025402290468
f8585f37-dd19-5e62-b28d-11f05ff0296d,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15010,SSTL021,SSTL011,unique_parent_sku,6a8bfff0-44c1-5df7-972b-423dbf1ca4dc,15000,Black Pipes- class B - 5”,Diameter in Inches,5”,,,piece,1,piece,1 piece,100.2,,,,,,,23-31 35 00,22 10 00,,,05.050,2398f1aad61c81e97d158c25f2b4db210762452943492578b4a4ac59adefddfd
a7743f2f-abdb-545c-ba5b-09d36d5fb3b4,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15011,SSTL022,SSTL011,unique_parent_sku,6a8bfff0-44c1-5df7-972b-423dbf1ca4dc,15000,Black Pipes- class B - 6”,Diameter in Inches,6”,,,piece,1,piece,1 piece,118.8,,,,,,,23-31 35 00,22 10 00,,,05.050,c23dbe7e202d91a025a8ca7b27e8e365fce2c1dc1d0b9340c0dd80cd7b8cb06f
0ce02f5b-1829-528e-aa8d-8735154a0cdb,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15012,SSTL023,SSTL011,unique_parent_sku,6a8bfff0-44c1-5df7-972b-423dbf1ca4dc,15000,Black Pipes- class B - 8”,Diameter in Inches,8”,,,piece,1,piece,1 piece,166.26,,,,,,,23-31 35 00,22 10 00,,,05.050,21d2ad2ae0d0931ed9578cf21931ce8968ebd77977b5f99486cae709f7e96d8a
047a1f0e-b590-5b81-8b6a-3eb6601297a3,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15014,SSTL025,SSTL024,unique_parent_sku,78140fe1-1501-5ee1-b8ab-59966ca39303,15013,Black Pipes Class C - ½”,Diameter in Inches,½”,,,piece,1,piece,1 piece,8.76,,,,,,,23-31 35 00,22 10 00,,,05.050,815f503f009bed3b403f329d4608ca7cb988d01411c78967f814f08c25103aae
e8bdae5f-38e5-5703-a849-35226cdead28,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15015,SSTL026,SSTL024,unique_parent_sku,78140fe1-1501-5ee1-b8ab-59966ca39303,15013,Black Pipes Class C - ¾”,Diameter in Inches,¾”,,,piece,1,piece,1 piece,11.46,,,,,,,23-31 35 00,22 10 00,,,05.050,ff11bf71da9dc2a2cf765e16b30f73acdf9ee90050cb1f354192aec12742f3b6
0003c184-72a3-5908-9e9e-dc93bff35404,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15016,SSTL027,SSTL024,unique_parent_sku,78140fe1-1501-5ee1-b8ab-59966ca39303,15013,Black Pipes Class C - 1”,Diameter in Inches,1”,,,piece,1,piece,1 piece,17.94,,,,,,,23-31 35 00,22 10 00,,,05.050,38fdde326bc5135fe413306a70cfca6b3afff89b567bd9f7d621ee60d699c723
87b3a466-01ad-535d-aec8-07bcd8dbaf18,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15017,SSTL028,SSTL024,unique_parent_sku,78140fe1-1501-5ee1-b8ab-59966ca39303,15013,Black Pipes Class C - 1¼”,Diameter in Inches,1¼”,,,piece,1,piece,1 piece,23.22,,,,,,,23-31 35 00,22 10 00,,,05.050,ddc304b5a220e9cf268e345eb94985f94b0eedbfa0198cdb634f07778a3bb475
1710a6e9-8806-5091-b5f1-3fa723a76650,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15018,SSTL029,SSTL024,unique_parent_sku,78140fe1-1501-5ee1-b8ab-59966ca39303,15013,Black Pipes Class C - 1½”,Diameter in Inches,1½”,,,piece,1,piece,1 piece,26.82,,,,,,,23-31 35 00,22 10 00,,,05.050,38c2efa1e5b8e9c23fbdd13002f1c692874d14354aa2e45a814e7b3ed5d682b2
9b04b779-008f-5264-93a8-ca1565dfe6e2,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15019,SSTL030,SSTL024,unique_parent_sku,78140fe1-1501-5ee1-b8ab-59966ca39303,15013,Black Pipes Class C - 2”,Diameter in Inches,2”,,,piece,1,piece,1 piece,37.44,,,,,,,23-31 35 00,22 10 00,,,05.050,99aed37cb075b4fb76441b88a7feada0bf25ced892933d9a6cb6637fc85e68a8
73147070-35f6-59a4-8d15-8743686ccd24,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15020,SSTL031,SSTL024,unique_parent_sku,78140fe1-1501-5ee1-b8ab-59966ca39303,15013,Black Pipes Class C - 2½”,Diameter in Inches,2½”,,,piece,1,piece,1 piece,48.12,,,,,,,23-31 35 00,22 10 00,,,05.050,106199b634ac0bb801970bdb8e459ed76ae3ce83fd26f641a89c9fe8301ac945
b3434fd7-351f-5526-8444-1971edf57443,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15021,SSTL032,SSTL024,unique_parent_sku,78140fe1-1501-5ee1-b8ab-59966ca39303,15013,Black Pipes Class C - 3”,Diameter in Inches,3”,,,piece,1,piece,1 piece,61.8,,,,,,,23-31 35 00,22 10 00,,,05.050,32be881d5589f87d032b9396ca04b96e47d46418a58ef136bbcf8ccec76a7d63
244daff4-f7a9-53e3-b66c-a07dff77eb3d,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15022,SSTL033,SSTL024,unique_parent_sku,78140fe1-1501-5ee1-b8ab-59966ca39303,15013,Black Pipes Class C - 4”,Diameter in Inches,4”,,,piece,1,piece,1 piece,88.2,,,,,,,23-31 35 00,22 10 00,,,05.050,ab9766bcdbee5902b28523a3977a726b361e0f014036dae706956556f381d9c6
d4d02167-0a40-52df-b5fc-6ca22c05b4d9,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15023,SSTL034,SSTL024,unique_parent_sku,78140fe1-1501-5ee1-b8ab-59966ca39303,15013,Black Pipes Class C - 5”,Diameter in Inches,5”,,,piece,1,piece,1 piece,109.8,,,,,,,23-31 35 00,22 10 00,,,05.050,41b6293ee7588c2cb3ea1c75ed9ba1b05ffb63629b3398a1239e3bb98a0e0d94
7d929983-b5ea-57b5-bdbd-8df35741539e,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15024,SSTL035,SSTL024,unique_parent_sku,78140fe1-1501-5ee1-b8ab-59966ca39303,15013,Black Pipes Class C - 6”,Diameter in Inches,6”,,,piece,1,piece,1 piece,130.8,,,,,,,23-31 35 00,22 10 00,,,05.050,01adc6b9a0435aa04f355b2d56f29d5b8f0c4cebecd580f5b39d830c49828668
5dc9e344-5c2f-5179-9bed-d2d24a62deb2,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15025,SSTL036,SSTL024,unique_parent_sku,78140fe1-1501-5ee1-b8ab-59966ca39303,15013,Black Pipes Class C - 8”,Diameter in Inches,8”,,,piece,1,piece,1 piece,190.92,,,,,,,23-31 35 00,22 10 00,,,05.050,21b4bb2c7dd53790845d2162ca66733c948f9409e5702464737bd061e34631fa
96034dd9-d7eb-5e27-b9f1-866f5134b8ef,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15027,SSTL038,SSTL037,unique_parent_sku,74c717a8-1dd5-562d-a076-60301abca504,15026,Galvanized  Pipes Class A - ½”,Diameter in Inches,½”,,,piece,1,piece,1 piece,6.08,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,9f85df17cbe23c46f2179297d53778f4d47d10e616dcc02c02328a89a2bd9c45
b9ca68c9-86b2-5a4a-91b8-e96bb644ee76,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15028,SSTL039,SSTL037,unique_parent_sku,74c717a8-1dd5-562d-a076-60301abca504,15026,Galvanized  Pipes Class A - ¾”,Diameter in Inches,¾”,,,piece,1,piece,1 piece,8.92,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,ce73fd89aab3104026b154dc404cd530a88934e2a8089fe76d65198e191921cb
1ac2216c-b62f-5718-9090-17f4c0c54f54,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15029,SSTL040,SSTL037,unique_parent_sku,74c717a8-1dd5-562d-a076-60301abca504,15026,Galvanized  Pipes Class A - 1”,Diameter in Inches,1”,,,piece,1,piece,1 piece,12.66,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,d99eeb327cab087ae435845f9e99d511fe69fc12e89d3893b755bc7d083f5959
74da3bbb-d9b9-5ca3-a3f0-3824008fd826,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15030,SSTL041,SSTL037,unique_parent_sku,74c717a8-1dd5-562d-a076-60301abca504,15026,Galvanized  Pipes Class A - 1¼”,Diameter in Inches,1¼”,,,piece,1,piece,1 piece,16.2,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,840f181df4e5c19a44d9add6a278a37c3a91e13ed9c418c94da30081484bc795
d5a6055b-ec28-5fbc-b762-ec4ac1c8a568,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15031,SSTL042,SSTL037,unique_parent_sku,74c717a8-1dd5-562d-a076-60301abca504,15026,Galvanized  Pipes Class A - 1½”,Diameter in Inches,1½”,,,piece,1,piece,1 piece,20.55,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,e84504d0fb106196a41f1f617faaba5340c6afd937eee9050738929a6f8b5ba9
28c413da-1975-5291-ab27-3021149589d1,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15032,SSTL043,SSTL037,unique_parent_sku,74c717a8-1dd5-562d-a076-60301abca504,15026,Galvanized  Pipes Class A - 2”,Diameter in Inches,2”,,,piece,1,piece,1 piece,26.31,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,0d2d5db21666a294bc74f4024062c201313f7db0f60857471705100715be1fce
d79c61ab-6330-5b77-8cc8-ad2ef831edcd,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15033,SSTL044,SSTL037,unique_parent_sku,74c717a8-1dd5-562d-a076-60301abca504,15026,Galvanized  Pipes Class A - 2½”,Diameter in Inches,2½”,,,piece,1,piece,1 piece,36.81,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,401b7b85a722826fed85814f4ea9cfde1d3abdb0b984656b42c5833b07c46403
8cdbcd84-00f6-50a6-9681-26391785b3a3,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15034,SSTL045,SSTL037,unique_parent_sku,74c717a8-1dd5-562d-a076-60301abca504,15026,Galvanized  Pipes Class A - 3”,Diameter in Inches,3”,,,piece,1,piece,1 piece,43.17,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,643fa0156af602e18576cc27d1b5213b81b03beb73590ee1b05caba80fc15c41
24b25e57-fb06-599c-b292-caff75c0f359,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15035,SSTL046,SSTL037,unique_parent_sku,74c717a8-1dd5-562d-a076-60301abca504,15026,Galvanized  Pipes Class A - 4”,Diameter in Inches,4”,,,piece,1,piece,1 piece,64.52,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,8601db973ce19eafef8baa44e1d40e5c53345dfe3ee75f41ca906335a39ab206
d88b6da0-8d74-5f2a-b555-608020d696fe,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15037,SSTL048,SSTL047,unique_parent_sku,bd922079-1097-58e1-afb2-1af1ad15db8a,15036,Galvanized Pipes - Class B - ½”,Diameter in Inches,½”,,,piece,1,piece,1 piece,7.71,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,01422699d6f9cb99eb4875736b4c0c91b9e48a600844c7bd6a5616def45aa586
723a2dbe-7889-5d8c-874c-5044cd38a06f,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15038,SSTL049,SSTL047,unique_parent_sku,bd922079-1097-58e1-afb2-1af1ad15db8a,15036,Galvanized Pipes - Class B - ¾”,Diameter in Inches,¾”,,,piece,1,piece,1 piece,9.96,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,7717b62e4cf12fd826d1d41e3d21c32aaeae62c7faf54a582504de9959be9623
1895cc9a-8bf4-52fd-90de-bae22a1f85c5,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15039,SSTL050,SSTL047,unique_parent_sku,bd922079-1097-58e1-afb2-1af1ad15db8a,15036,Galvanized Pipes - Class B - 1”,Diameter in Inches,1”,,,piece,1,piece,1 piece,15.23,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,0a319a745aef99b36edf5cfe93e4d43f246aed1504aa5d23a9a2c70ff490126f
d10bc71f-1d54-54ed-a89a-c8c281a9efbf,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15040,SSTL051,SSTL047,unique_parent_sku,bd922079-1097-58e1-afb2-1af1ad15db8a,15036,Galvanized Pipes - Class B - 1¼”,Diameter in Inches,1¼”,,,piece,1,piece,1 piece,19.66,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,3375c41d164eae6c5e27bebb819799b34b2d3f87fa37649470c2b947620244e8
8b4525f5-3d8a-5a92-816d-189c67f21a5d,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15041,SSTL052,SSTL047,unique_parent_sku,bd922079-1097-58e1-afb2-1af1ad15db8a,15036,Galvanized Pipes - Class B - 1½”,Diameter in Inches,1½”,,,piece,1,piece,1 piece,22.73,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,5d15e523d80b46f74dfecaca558ee93fd2b8e9a6ab47a443a97c472d384b796b
207ef3fc-e93f-59fa-b1ac-469e25170aed,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15042,SSTL053,SSTL047,unique_parent_sku,bd922079-1097-58e1-afb2-1af1ad15db8a,15036,Galvanized Pipes - Class B - 2”,Diameter in Inches,2”,,,piece,1,piece,1 piece,31.92,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,c75a744706dbfb56ab3da0474d1168dc5f13645a8615aa3067bf019688059b2f
edaf25fd-3a69-58c3-bd3c-487d8c352e9d,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15043,SSTL054,SSTL047,unique_parent_sku,bd922079-1097-58e1-afb2-1af1ad15db8a,15036,Galvanized Pipes - Class B - 2½”,Diameter in Inches,2½”,,,piece,1,piece,1 piece,41.1,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,c861e5da146f7719f60a8d6339b0815a5deb9f05a9ae6a0ce681da3b6c98c4a1
73338de7-1679-5441-bad0-22310854b315,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15044,SSTL055,SSTL047,unique_parent_sku,bd922079-1097-58e1-afb2-1af1ad15db8a,15036,Galvanized Pipes - Class B - 3”,Diameter in Inches,3”,,,piece,1,piece,1 piece,53.1,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,3e4eceac8195630ee35598d9cdd07160e555ae296047538e4c2f013fe4b39376
8a19b8fc-51c2-5d82-96e6-c1ae7071cdd5,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15045,SSTL056,SSTL047,unique_parent_sku,bd922079-1097-58e1-afb2-1af1ad15db8a,15036,Galvanized Pipes - Class B - 4”,Diameter in Inches,4”,,,piece,1,piece,1 piece,77.93,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,4039526db921415e386bfd57cd315eaf67a88776bb57e5efef14fe6ceca6605c
8951c658-708d-5133-b82c-efd23bdfb8a8,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15046,SSTL057,SSTL047,unique_parent_sku,bd922079-1097-58e1-afb2-1af1ad15db8a,15036,Galvanized Pipes - Class B - 5”,Diameter in Inches,5”,,,piece,1,piece,1 piece,103.45,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,f9ffe5e048e6cd7bd9eafc7b3427f813a7c03c0a334b11f81e4c54af6e4e94e8
d1ec25ec-e455-567c-974f-81c8109aee8f,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15047,SSTL058,SSTL047,unique_parent_sku,bd922079-1097-58e1-afb2-1af1ad15db8a,15036,Galvanized Pipes - Class B - 6”,Diameter in Inches,6”,,,piece,1,piece,1 piece,122.45,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,1e3af4b9530c00821add4d900e8efb2f0f317675cb6e21ed3c61f95302084540
dc19fa5b-2f57-50c3-82db-d16198e09beb,ProductVariant,master_canonical,wajenzi-master-catalogue-v1,15048,SSTL059,SSTL047,unique_parent_sku,bd922079-1097-58e1-afb2-1af1ad15db8a,15036,Galvanized Pipes - Class B - 8”,Diameter in Inches,8”,,,piece,1,piece,1 piece,175.2,,,,,,,23-31 35 00,22 10 00,,EC011386,05.050,1cd182835bc56a24e71156101f4f0067d16b4851d7f2577142a3e57579d03754
