canonical_entity_id,canonical_entity_type,canonical_status,source_system,source_row_id,source_sku,source_type,canonical_name,published,catalog_visibility,tax_status,source_in_stock,canonical_brand_external,product_family_external,categories,tags,unit_of_measure_external,pack_size_value_external,pack_size_unit_external,pack_size_text_external,weight_kg,length_cm,width_cm,height_cm,thickness_mm,diameter_value,diameter_unit,omniclass_code,masterformat_code,uniformat_code,etim_code,icms_code,source_content_hash
8677dff9-5566-5adc-9dfc-2bb51a062571,Product,master_canonical,wajenzi-master-catalogue-v1,13345,HSPP90,simple,"Camel Pvc Zebra Hose 1"" (Roll=18m)",1,visible,taxable,1,,plumbing,Plumbing,Hosepipes,piece,1,piece,1 piece,,,,,,,,23-31 35 00,22 10 00,,,05.050,86ae4caea1c26b35477ed0244aebb2f1afdd42556d207c0cc6784da7f486834c
08fd2f61-fd2e-5e86-b713-59ba811384ca,Product,master_canonical,wajenzi-master-catalogue-v1,13347,HSPP92,simple,"Camel Pvc Clear Hose 1_1/2"" (Roll=30m)",1,visible,taxable,1,,plumbing,Plumbing,Hosepipes,piece,1,piece,1 piece,,,,,,,,23-31 35 00,22 10 00,,,05.050,8bd7ef6004859bb311581c63e0f581f42475a6e02d18c0a2bcb554d3ecc2ac4a
e1d64f39-223d-5cfc-b5e5-4542ce296c4b,Product,master_canonical,wajenzi-master-catalogue-v1,13349,HSPP93,simple,"Camel Pvc Clear Tubing 1/2"" (Roll=18m)",1,visible,taxable,1,,plumbing,Plumbing,Hosepipes,piece,1,piece,1 piece,,,,,,,,23-31 35 00,22 10 00,,,05.050,b63d7f71864fe7566206eccd92e9bebe4927e4367576a03229c4c6622d42bc31
56b7c8bb-d8c8-52b7-9bd0-0d11d77cd546,Product,master_canonical,wajenzi-master-catalogue-v1,13351,HSPP94,simple,"Camel Braided Garden Hose 3/4"" Green-L (Roll=15m)",1,visible,taxable,1,,plumbing,Plumbing,Hosepipes,piece,1,piece,1 piece,,,,,,,,23-31 35 00,22 10 00,,EC001182,05.050,82f26d18a4a9afec7735f178ff3fa2b03bded14b093be3852e43cbf7c9061b0b
71b7a1cc-8892-5ba2-87ac-748b26d26161,Product,master_canonical,wajenzi-master-catalogue-v1,13353,HSPP95,simple,"Camel Nitrile Rubber Hose 3/4"" – Loose",1,visible,taxable,1,,plumbing,Plumbing,Hosepipes,piece,1,piece,1 piece,,,,,,,,23-31 35 00,22 10 00,,EC011314,05.050,f9bcd9008413f2ffba5798850113754721375c758dbb4e18f8e1cfdeb2264c56
183e4c5c-d174-5a9b-89e5-18a1a11855f2,Product,master_canonical,wajenzi-master-catalogue-v1,13355,HSPP96,simple,"Camel Pvc Clear Hose 1"" (Roll=30m)",1,visible,taxable,1,,plumbing,Plumbing,Hosepipes,piece,1,piece,1 piece,,,,,,,,23-31 35 00,22 10 00,,,05.050,8c49e30767cef1e67895554deea8d61dd019bc7a462f56ff8995f5241bb5c743
cde36115-8f49-535b-892a-9c5363a2a62a,Product,master_canonical,wajenzi-master-catalogue-v1,13357,HSPP97,simple,"Camel Clear Nylon Braided Hose 1/2"" (Roll=15m)",1,visible,taxable,1,,plumbing,Plumbing,Hosepipes,piece,1,piece,1 piece,,,,,,,,23-31 35 00,22 10 00,,EC001182,05.050,28831b0e35ef265947e0763d004f95f2e3522f3eceb33445a142d4e5dc1f5b75
f15da866-3488-509a-be33-14d88640c07c,Product,master_canonical,wajenzi-master-catalogue-v1,13359,HSPP98,simple,"Camel Pvc Ribbed Hose 1"" (Roll=36m)",1,visible,taxable,1,,plumbing,Plumbing,Hosepipes,piece,1,piece,1 piece,,,,,,,,23-31 35 00,22 10 00,,,05.050,827e12feaeab6f7a0582571416e8cd602ac722360ec58526f49aeaf105834378
11b8a9a5-33da-572d-a461-43222c008aaa,Product,master_canonical,wajenzi-master-catalogue-v1,13361,HSPP99,simple,"Camel Pvc Zebra Hose 1/2"" (Roll=36m)",1,visible,taxable,1,,plumbing,Plumbing,Hosepipes,piece,1,piece,1 piece,,,,,,,,23-31 35 00,22 10 00,,,05.050,d74106dfc34a6aa21115ddd8a6bea9dc51e21d7f72502222dd41236986a8f331
d0dc067e-642b-5965-b795-aaf4f6162cf7,Product,master_canonical,wajenzi-master-catalogue-v1,13364,WSNK01,simple,Nevada White Wall Mounted Basin & Pedestal Set,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",set,,set,set,,,,,,,,23-31 13 00,22 42 00,,EC004555,05.060,6b2b7163ae66f3461b51af970d29336aca54ffcce6c2202498aa3d29e7bddec9
b62be51c-cc8a-5bd8-a823-03c0cefb58a2,Product,master_canonical,wajenzi-master-catalogue-v1,13366,WSNK02,simple,Georgia White Wall Mounted Basin & Pedestal Set,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",set,,set,set,,,,,,,,23-31 13 00,22 42 00,,EC004555,05.060,e8aa9f43b64f8d24f8d912110acfcfabfdefc6a938c534e202c161b347a38af2
e216586a-e3ce-5937-a4bf-4b3009b256aa,Product,master_canonical,wajenzi-master-catalogue-v1,13368,WSNK03,simple,Boston White Wall Mounted Basin & Pedestal Set,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",set,,set,set,,,,,,,,23-31 19 00,22 42 00,,EC004555,05.060,013757911efe2ffc32076e63364f4bd57db1e400cf1a754f6a05798390af2f24
e7264a60-ce41-5ba8-b0a8-424d52a52cec,Product,master_canonical,wajenzi-master-catalogue-v1,13370,WSNK04,simple,Koko Boston White Wall Mounted Basin & Pedestal Set,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",set,,set,set,,,,,,,,23-31 19 00,22 42 00,,EC004555,05.060,2b71d7127c4816322465116b41d83dbdc28ca9194a59925244385abd2943cab3
0e4c235c-a3b4-5cf8-952f-41d8387f600a,Product,master_canonical,wajenzi-master-catalogue-v1,13372,WSNK05,simple,Cotto Wendy White Wall Mounted Basin - 550 X 440 X 200mm,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,20,cm,23-31 19 00,22 42 00,,EC004555,05.060,bb2ead8aa306cc90dc2dff4afd2a2258cc2fee1b5f9e197921ccc0e3d58024e4
40871a0e-b327-5222-8caa-4d23d46bd323,Product,master_canonical,wajenzi-master-catalogue-v1,13374,WSNK06,simple,Cotto Universal White Pedestal - 150 X 250 X 750mm,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 13 00,22 42 00,,,05.060,b34d5adcd82485eab0e349996c0b83d7aab2513574d3af18d67620c9678ff4e5
f269c20c-4d4d-5602-9c5f-bcaf48563503,Product,master_canonical,wajenzi-master-catalogue-v1,13376,WSNK07,simple,Cotto White Tetragon Pedestal - 150 X 125 X 615mm,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 13 00,22 42 00,,,05.060,f46cb91d971c1a17c27a4256dbbe0e2ffa7e73e87146f538a14495b1bdda0f46
2b1c5f51-5421-505c-83eb-cbec055508b0,Product,master_canonical,wajenzi-master-catalogue-v1,13378,WSNK08,simple,Cotto Charisma White Wall Hung Half Pedestal Basin - 660 X 520 X 415mm,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,41.5,cm,23-31 19 00,22 42 00,,,05.060,ccc68e1fb67cf56cefe56999cc252d31a878fdfc9988b76cfe67812c098a77df
a65c4983-4739-5724-884f-1ffb080a0d4a,Product,master_canonical,wajenzi-master-catalogue-v1,13380,WSNK09,simple,Koko Georgia White Wall Mounted Basin & Pedestal Set,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",set,,set,set,,,,,,,,23-31 19 00,22 42 00,,EC004555,05.060,5e53ddd3b1914f26cf1e5d419b5437c99bd1684b95b613ba558157906e5e6f65
52d8a50b-c8f8-576d-acf6-aa44051ac079,Product,master_canonical,wajenzi-master-catalogue-v1,13382,WSNK10,simple,Ekos Delta White Wall Mounted Basin & Pedestal Set,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",set,,set,set,,,,,,,,23-31 19 00,22 42 00,,EC004555,05.060,bc4bc01041b1daad7b02b24477cc47d3f55345679ecf02e27605a6b2c6cb1eda
0897247b-b31e-593d-9ea1-651656f7fe26,Product,master_canonical,wajenzi-master-catalogue-v1,13384,WSNK11,simple,Chicago White Wall Mounted Basin & Pedestal Set,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",set,,set,set,,,,,,,,23-31 19 00,22 42 00,,EC004555,05.060,1ec351a0ca599e2b8eef3f1ff416c724e7c72a576f7508f4a9be79fa72ed8f76
410d2048-a9a8-5b5f-8af1-c5ae2b5d0aef,Product,master_canonical,wajenzi-master-catalogue-v1,13386,WSNK12,simple,Cotto Neo White Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,e38fd17dc698a2428d0dfa786d5c0f2d082a481e0d149361a51726686e19e86e
38fce987-0734-5286-a6d1-b319a555a336,Product,master_canonical,wajenzi-master-catalogue-v1,13388,WSNK13,simple,Cotto Avanti White Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,06a4818056831f437486ed72a02deb943f1c66eb0c37e46a78936cc8086ed778
cf07e604-34a6-55d2-8604-5923862388e3,Product,master_canonical,wajenzi-master-catalogue-v1,13390,WSNK14,simple,Cotto Rivera White Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,5abd40127d10b01245c10c220a80471ed299c0f87ad5751348e2ecc5ebdbcf49
992bc6ab-8d78-5d1c-8a6e-ad2c52aae3e3,Product,master_canonical,wajenzi-master-catalogue-v1,13392,WSNK15,simple,Cotto Olix White Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,30ea266578dcceb49f6bae1b23fdcf4651d4f88e461946600c710084ede21fde
c32e6f5c-0d16-5461-b71a-81240ca9536d,Product,master_canonical,wajenzi-master-catalogue-v1,13394,WSNK16,simple,Cotto Simply Modish White Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,ce7874148186dc0635313c7a37d28773bb464bf9d51c8a4906bc8c6c43319ab2
eb3ac3ad-d914-539a-b75f-988a09728325,Product,master_canonical,wajenzi-master-catalogue-v1,13396,WSNK17,simple,Cotto Sensation White Round Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,4df99094002f152edfcbbc1c4993e77e662fb2b6e2c44c88739f3d5420e326d0
18228679-cf5f-506b-ab5a-6907d2b9970b,Product,master_canonical,wajenzi-master-catalogue-v1,13398,WSNK18,simple,Cotto Sensation White Rectangular Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,44eb4bf62ce840398a172eaad800eb40f003beee51c76f9dc97df7bdde60ad3b
03cff718-271c-5b6b-99ed-0f26b3c8b115,Product,master_canonical,wajenzi-master-catalogue-v1,13400,WSNK19,simple,Dallas White Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,4caccf097244f22222c03707c4dfd059d13d797fe7bf56b5da8490ac2cfade04
6536efae-46d9-5be9-9b82-152d988c5ab2,Product,master_canonical,wajenzi-master-catalogue-v1,13402,WSNK20,simple,Kalka White Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,57a31d6b4fb16ed6c316d5d5b6cabeb06340fee518aa53021c22d4e1a3992439
1a13ccc4-b9ab-5277-b45f-b264174eda28,Product,master_canonical,wajenzi-master-catalogue-v1,13404,WSNK21,simple,Diego White Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,27d6f01168708eaa929a1258f1d3ea043bdc8f0eb92db79c62725c9fcb9ca9f2
0eca9128-77e5-59e6-966e-e32345ba2f76,Product,master_canonical,wajenzi-master-catalogue-v1,13406,WSNK22,simple,Kansas White Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,71cee8c2cd1e7481a14cc5a0184a2d8c9abc1a2be416956891bc6ea04e7df57c
20ab912e-7d95-50be-bb1c-9b47a76565f5,Product,master_canonical,wajenzi-master-catalogue-v1,13408,WSNK23,simple,Texas White Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,5c71d12d4337dd93bb25228fd8295f7708e9b2b68743a0c74fd6880e7b489d3a
7ad1950a-30fb-5ec0-a924-84619dd3cc4b,Product,master_canonical,wajenzi-master-catalogue-v1,13410,WSNK24,simple,Cotto Tess White Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,23bc97fdcdf035e6255a161c7f91d45fb6f623b913e8f0be9f174de493ef81ba
c2d3c492-e5ce-5887-bed1-d8131778c56e,Product,master_canonical,wajenzi-master-catalogue-v1,13412,WSNK25,simple,Cotto Thantara White Matt Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,c172d93da1357744347356e3838f693bbb22a2947f9dbaf8dc7771d9d0e4a623
aab9f39c-4510-541e-9942-b3b4dd202bab,Product,master_canonical,wajenzi-master-catalogue-v1,13414,WSNK26,simple,Nova Vanity: Counter Basin,1,visible,taxable,1,Nova,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,,05.060,d3a00a86ed830edb4c9f69b725aebafff5bacb93fa2d1ccd149535c37c398ce6
7efe6189-a3e0-52ea-bfda-7c7396605099,Product,master_canonical,wajenzi-master-catalogue-v1,13416,WSNK27,simple,Nova: Counter Top Basin,1,visible,taxable,1,Nova,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,a256066b1a0c0deffde28015be19d69e631d7059378bff3890028e4b4530844f
dc3bef62-28e5-51b6-bf39-c5112bea6d88,Product,master_canonical,wajenzi-master-catalogue-v1,13418,WSNK28,simple,Legend: Semi Pedestal,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 13 00,22 42 00,,,05.060,131335210715cc9c4551a0d79bea9706c8e661180be23a7ed12b06e329533aca
65a612f9-6195-54e1-b394-50f59407d1a1,Product,master_canonical,wajenzi-master-catalogue-v1,13420,WSNK29,simple,Nova: Counter Top Basin,1,visible,taxable,1,Nova,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,05179f4991c4367002f81d2c20e9cdef1d936c9ab0a412b762a5bb31bb911caf
ac6ed093-f487-5b21-b375-67cabd282126,Product,master_canonical,wajenzi-master-catalogue-v1,13422,WSNK30,simple,Nova: PVC/PP Bottle Trap: 1.25in,1,visible,taxable,1,Nova,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 13 00,22 42 00,,,05.060,c668faea985813389cd72120f3389f8b033e21a3dc8f121c9bf3da08ae1779a8
d36e38fc-0afe-5de5-a97c-685184a05184,Product,master_canonical,wajenzi-master-catalogue-v1,13424,WSNK31,simple,Tapis: Counter Top Basin,1,visible,taxable,1,Tapis,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,3eff072123d2de18acde9245071b076ac937fe9f69cc3e6dd60c19ebe99b3783
c3a67c6f-0ed4-565c-956c-71c0a874abca,Product,master_canonical,wajenzi-master-catalogue-v1,13426,WSNK32,simple,Elodie: Washbasin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010459,05.060,5023e173639c1715198c1727b01fc03211dc58c8f57d998d54dd89094806893b
7cb90c72-1b31-5183-b7a9-49aa35023a7f,Product,master_canonical,wajenzi-master-catalogue-v1,13428,WSNK33,simple,Bacino: Wash Bowl,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 13 00,22 42 00,,,05.060,0cfdfbda538589b99ab55bab410d7582e0665285418be5d5fd430bd1dea25662
2a8b52fc-e09f-506f-a7ce-d9a852e0b71c,Product,master_canonical,wajenzi-master-catalogue-v1,13430,WSNK34,simple,Dritta Pro Built-In Wash Bowl,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 13 00,22 42 00,,,05.060,557c9221854dcc04425888e52a13c7d28e49ad2043c777f337431a9443c21092
9b339c74-0fdd-5a13-b710-71a2d06043e1,Product,master_canonical,wajenzi-master-catalogue-v1,13432,WSNK35,simple,Dritta Pro Built-In Wash Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 13 00,22 42 00,,,05.060,7d4ea059df13b3b0a705ac33ce2f33b0a991cb38540d72a9588e5ee9aea2381c
50242543-2019-5f2a-91e0-10e8fa95df15,Product,master_canonical,wajenzi-master-catalogue-v1,13434,WSNK36,simple,Built-In Wash Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 13 00,22 42 00,,,05.060,f0345b2b120e01a14acd1ea7981bbe136b1419adcf29465dc245acefaa5006b1
35da3b58-58d3-562a-bbdc-6c8796993f54,Product,master_canonical,wajenzi-master-catalogue-v1,13436,WSNK37,simple,Stainless Steel Under Counter Wash Basin,1,visible,taxable,1,,plumbing,Plumbing,sink,piece,1,piece,1 piece,,,,,,,,23-31 13 00,22 42 00,,EC011895,05.060,303faef80ffb770b9b6a9aa4ff582810ead5cfc59e606e3e85e2e91e63f67730
ca77329f-acc1-5af8-830b-90c45b488785,Product,master_canonical,wajenzi-master-catalogue-v1,13438,WSNK38,simple,Stainless Steel Rectangle Under Counter Wash Basin,1,visible,taxable,1,,plumbing,Plumbing,sink,piece,1,piece,1 piece,,,,,,,,23-31 13 00,22 42 00,,EC011895,05.060,90f482d20ae3ac20fd7a367ff4ad6db99ea079544a9f3ef57a823c863c7e65a7
94b782fb-38bd-55cd-92c0-6fefcb215d50,Product,master_canonical,wajenzi-master-catalogue-v1,13440,WSNK39,simple,Art-Deco: Washbasin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010459,05.060,4497beb98743aebbc00064614c202ba6d46914db1c1d31987dcc19254fe29c1c
1d1aafb1-f88d-59b6-a29b-0c1e3d63570c,Product,master_canonical,wajenzi-master-catalogue-v1,13442,WSNK40,simple,Art-Deco: Washbasin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010459,05.060,d9c814e6cdeef4cbf2057c2e16e4d37c65efba4b1bf0fe785d66453201c92adb
3703b37e-9e67-5095-b859-3938338fc9cf,Product,master_canonical,wajenzi-master-catalogue-v1,13444,WSNK41,simple,TAPIS: Counter Top Basin,1,visible,taxable,1,Tapis,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,5fcab5e0c71da56b0b44c0d41f8cf43a27cd1324977f426d54a4dd448e9066f9
f9209159-864d-571e-b12c-1378af5fe45c,Product,master_canonical,wajenzi-master-catalogue-v1,13446,WSNK42,simple,Counter Top Basin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,c309f499805376ca2a25c93f5354c42ff72132911c763a5c915944c6966fef3a
1483a35f-4284-570c-9290-ba99b3589a5e,Product,master_canonical,wajenzi-master-catalogue-v1,13448,WSNK43,simple,Nova Vanity: Counter Basin,1,visible,taxable,1,Nova,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,,05.060,7a55e1f71d15568315c25200a486c7006f9cae318be80c635ef4cf6beed15c3e
388a40e2-3f9f-5d9d-8cdb-eb868b45f926,Product,master_canonical,wajenzi-master-catalogue-v1,13450,WSNK44,simple,TAPIS : Vanity Basin,1,visible,taxable,1,Tapis,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC011550,05.060,782aed41419d3e0f36a6453104443eedc10733ec29abfafd98f506355c62330c
c2e7e315-c542-5a3d-9c01-6115bda06d6a,Product,master_canonical,wajenzi-master-catalogue-v1,13452,WSNK45,simple,Nova : Counter Top Basin,1,visible,taxable,1,Nova,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,7eb13eb571ebed4d2ff48e1abb58251a31d54c75509743ffdabafbe0650d9fa9
053c5ad5-07bf-59eb-adea-64d85e8ba693,Product,master_canonical,wajenzi-master-catalogue-v1,13454,WSNK46,simple,Nova: Counter Top Basin,1,visible,taxable,1,Nova,plumbing,Plumbing,"bathroom, sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,3d5b7653ef202338591782f692d8c0a0fac76d0f58a6bd78bc20c9d0df116c13
c9a4b656-6273-5e2b-925c-cab645ed1926,Product,master_canonical,wajenzi-master-catalogue-v1,13456,WSNK47,simple,Nova: Counter Top Basin,1,visible,taxable,1,Nova,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,5bb4c8718d517170eacce53f62caa82c491fce51d0ab7a74f3390799d5b5083e
2dd4f51d-fd87-5370-883a-269d93ed647d,Product,master_canonical,wajenzi-master-catalogue-v1,13458,WSNK48,simple,Nova : Wall Hung Basin,1,visible,taxable,1,Nova,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,,05.060,e083bac102c3184f74006917ae7d4599bc62a601726bd3151b0d25d3a7ecf83b
db25ed3c-2892-5ca0-a9ef-ac0c35820678,Product,master_canonical,wajenzi-master-catalogue-v1,13460,WSNK49,simple,Nova : Corner Basin,1,visible,taxable,1,Nova,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,,05.060,9cfbda6386428f6031f5ab50e9b8024cf79ee109cd02edeaca517b288b530c64
75c47d52-0215-5250-830d-9729810b78a3,Product,master_canonical,wajenzi-master-catalogue-v1,13462,WSNK50,simple,TAPIS : Vanity Basin,1,visible,taxable,1,Tapis,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC011550,05.060,26b3e5296aa8af4dc0f9e9afc35e610d867a9b662b434ea4ea063820558d11f4
6ed4455c-6694-59c8-8c7f-fadedaf9ce78,Product,master_canonical,wajenzi-master-catalogue-v1,13464,WSNK51,simple,TAPIS / Nova : Vanity Basin,1,visible,taxable,1,Tapis,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC011550,05.060,1fc8853a8cfce2dfe48786b5c33b1442a00d82f5d72817ab7f68c95890a81ac3
221c21c5-f2d2-5fbf-89ac-5b1e42b18510,Product,master_canonical,wajenzi-master-catalogue-v1,13466,WSNK52,simple,Nova: Counter Top Basin,1,visible,taxable,1,Nova,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010460,05.060,ea9025cc07d366ae3bd7036161ae3a7c7c14a997cba19aa50fea487941f160f5
2e9e611b-bc4c-5183-b41c-a63ec1a00bb4,Product,master_canonical,wajenzi-master-catalogue-v1,13468,WSNK53,simple,Stuart: Pedestal,1,visible,taxable,1,,plumbing,Plumbing,sink,piece,1,piece,1 piece,,,,,,,,23-31 13 00,22 42 00,,,05.060,a9c7a88dac9ce49aa40778954180d41567483e701b447f384a2e79ef68c7c98a
55dbbb03-eb38-598e-92d1-77f1fa5166f9,Product,master_canonical,wajenzi-master-catalogue-v1,13470,WSNK54,simple,Stuart: Washbasin,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC010459,05.060,6b66b6acf2e925eb9b1a5ddecc41d8c9e720c74c1b3df7fdac10b642062c164d
5ee15437-34cd-5a1b-9c4e-583cd917eec7,Product,master_canonical,wajenzi-master-catalogue-v1,13472,WSNK55,simple,TAPIS Genesis Vanity: Basin,1,visible,taxable,1,Tapis,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,EC011550,05.060,516dca28f1018614000e092bf40d65d10abf2d45970ea65a46f9f8701dce6e4f
c8102c3c-a686-5c96-8ae0-88c8e8522c39,Product,master_canonical,wajenzi-master-catalogue-v1,13474,WSNK56,simple,TAPIS Legend: Wall Hung Basin,1,visible,taxable,1,Tapis,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 19 00,22 42 00,,,05.060,c5b5bb7ca752fd12c22de260d6cd4876c05327adb81d3ecd8e0f3485c63af284
5a9cdba8-2e6d-54db-b0b7-97b282907741,Product,master_canonical,wajenzi-master-catalogue-v1,13476,WSNK57,simple,Legend: Pedestal,1,visible,taxable,1,,plumbing,Plumbing,"bathroom, kitchen, kitchen sink",piece,1,piece,1 piece,,,,,,,,23-31 13 00,22 42 00,,,05.060,67c8e19d3f88919cee0d814b3a570a749d33dc9a414148b21a004a41509a4863
