source_code,source_record_id,gid,ward_name,county_name,subcounty_name,dhis2_uid,dhis2_cuid,dhis2_scuid,population_2009,vintage,modified_at,source_status
HDX_ARC_WARDS_1450,rIdiIpv9fBt,241,WABERA,ISIOLO,Isiolo Sub County,rIdiIpv9fBt,bzOfj0iwfDH,I2LYLqKU6AW,17431.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,QC41mItjIzF,1455,North Kamagambo Ward,Migori,Rongo Sub County,QC41mItjIzF,fVra3Pwta0Q,fT37q3rXQ35,18755.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,M8rGveWTIMm,1456,Central Kamagambo Ward,Migori,Rongo Sub County,M8rGveWTIMm,fVra3Pwta0Q,fT37q3rXQ35,27756.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,DABObbHgPMX,1457,South Kamagambo Ward,Migori,Rongo Sub County,DABObbHgPMX,fVra3Pwta0Q,fT37q3rXQ35,27179.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,EmSsP2C6A3h,1458,North Sakwa Ward,Migori,Awendo Sub County,EmSsP2C6A3h,fVra3Pwta0Q,ka9Uv3Ckcbd,22874.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,OpbsijPbYuv,1459,South Sakwa Ward,Migori,Awendo Sub County,OpbsijPbYuv,fVra3Pwta0Q,ka9Uv3Ckcbd,36200.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,nLwQA56EFmD,1460,West Sakwa Ward,Migori,Awendo Sub County,nLwQA56EFmD,fVra3Pwta0Q,ka9Uv3Ckcbd,22278.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,jmeydKjWYw7,1461,Central Sakwa Ward,Migori,Awendo Sub County,jmeydKjWYw7,fVra3Pwta0Q,ka9Uv3Ckcbd,27561.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,Fp2Wuqu3GAI,1462,God Jope  Ward,Migori,Suna East Sub County,Fp2Wuqu3GAI,fVra3Pwta0Q,nHEr5EciFh0,18567.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,QAxizS8H0d7,1463,Suna Central Ward,Migori,Suna East Sub County,QAxizS8H0d7,fVra3Pwta0Q,nHEr5EciFh0,27645.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,SUvzbKCIzyN,1464,Kakrao Ward,Migori,Suna East Sub County,SUvzbKCIzyN,fVra3Pwta0Q,nHEr5EciFh0,33642.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,YKABD0bh2a7,1465,Kwa Ward,Migori,Suna East Sub County,YKABD0bh2a7,fVra3Pwta0Q,nHEr5EciFh0,17267.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,kxIw7ZzqXPq,1466,Wiga Ward,Migori,Suna West Sub County,kxIw7ZzqXPq,fVra3Pwta0Q,VtuwXD7O1O9,24096.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,KwrilS23iAS,1467,Waseweta Ii Ward,Migori,Suna West Sub County,KwrilS23iAS,fVra3Pwta0Q,VtuwXD7O1O9,17952.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,PPEvdyHP6uZ,1468,Ragana-oruba Ward,Migori,Suna West Sub County,PPEvdyHP6uZ,fVra3Pwta0Q,VtuwXD7O1O9,32847.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,c2OOtR8JNjy,1469,Wasimbete Ward,Migori,Suna West Sub County,c2OOtR8JNjy,fVra3Pwta0Q,VtuwXD7O1O9,19232.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,ziaLqezx6rb,1470,West Kanyamkago Ward,Migori,Uriri Sub County,ziaLqezx6rb,fVra3Pwta0Q,fCInDXluNhx,26786.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,LXYI6dwqHoR,1471,North  Kanyamkago Ward,Migori,Uriri Sub County,LXYI6dwqHoR,fVra3Pwta0Q,fCInDXluNhx,30396.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,P9SReXKzjbO,1472,Central Kanyamkago Ward,Migori,Uriri Sub County,P9SReXKzjbO,fVra3Pwta0Q,fCInDXluNhx,17814.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,FdBel1HNlGu,1473,South Kanyamkago Ward,Migori,Uriri Sub County,FdBel1HNlGu,fVra3Pwta0Q,fCInDXluNhx,27719.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,IgyJtGgB69M,1474,East Kanyamkago Ward,Migori,Uriri Sub County,IgyJtGgB69M,fVra3Pwta0Q,fCInDXluNhx,13036.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,yowhezRzMGg,1475,Kachieng' Ward,Migori,Nyatike Sub County,yowhezRzMGg,fVra3Pwta0Q,D2lsuEzZAJP,21775.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,zTD1Z6ldaEx,1486,Masaba Ward,Migori,Kuria West Sub County,zTD1Z6ldaEx,fVra3Pwta0Q,jtBjNpL9FXS,22683.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,dkHXkFhXXxJ,1490,Ntimaru West Ward,Migori,Kuria East Sub County,dkHXkFhXXxJ,fVra3Pwta0Q,THm2tCJa2ZQ,20439.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,ZlcAxf7QN8c,1520,Mathatani Ward,Machakos,Athi River Sub County,ZlcAxf7QN8c,yhCUgGcCcOo,BxfsSc6Svrc,28517.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,TcWlRA6LpLB,1521,Syokimau-mulolongo Ward,Machakos,Athi River Sub County,TcWlRA6LpLB,yhCUgGcCcOo,BxfsSc6Svrc,42154.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,X0dFLUEZDlw,1522,Kalama Ward,Machakos,Machakos Sub County,X0dFLUEZDlw,yhCUgGcCcOo,KXc4ez8OAFz,32055.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,aQ530J1wOWr,1523,Mua Ward,Machakos,Machakos Sub County,aQ530J1wOWr,yhCUgGcCcOo,KXc4ez8OAFz,25573.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,m6H14WsORB0,1524,Mutituni Ward,Machakos,Machakos Sub County,m6H14WsORB0,yhCUgGcCcOo,KXc4ez8OAFz,23736.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,bSXsHJ4bnCw,1525,Township Ward,Machakos,Machakos Sub County,bSXsHJ4bnCw,yhCUgGcCcOo,KXc4ez8OAFz,32530.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,W5KRNT7qwnJ,1526,Mumbuni North Ward,Machakos,Machakos Sub County,W5KRNT7qwnJ,yhCUgGcCcOo,KXc4ez8OAFz,28319.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,CJ0xDJy3ZZI,1527,Muvuti-kiima-kimwe Ward,Machakos,Machakos Sub County,CJ0xDJy3ZZI,yhCUgGcCcOo,KXc4ez8OAFz,32413.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,RWCExNJBqjw,1528,Kola Ward,Machakos,Machakos Sub County,RWCExNJBqjw,yhCUgGcCcOo,KXc4ez8OAFz,24585.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,mTYNhOlvCK8,1529,Mbiuni Ward,Machakos,Mwala Sub County,mTYNhOlvCK8,yhCUgGcCcOo,fYYivceocJ2,32142.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,LFDB6rHVYOg,1530,Makutano-mwala Ward,Machakos,Mwala Sub County,LFDB6rHVYOg,yhCUgGcCcOo,fYYivceocJ2,32127.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,aN66G7fGx3m,1531,Masii Ward,Machakos,Mwala Sub County,aN66G7fGx3m,yhCUgGcCcOo,fYYivceocJ2,32367.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,p3N8fKKiVHr,1532,Muthetheni Ward,Machakos,Mwala Sub County,p3N8fKKiVHr,yhCUgGcCcOo,fYYivceocJ2,22805.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,TlP41wTPt6a,1533,Wamunyu Ward,Machakos,Mwala Sub County,TlP41wTPt6a,yhCUgGcCcOo,fYYivceocJ2,25664.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,vzUXLmjcQsv,1534,Kibauni Ward,Machakos,Mwala Sub County,vzUXLmjcQsv,yhCUgGcCcOo,fYYivceocJ2,17927.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,tn1vEO9VD83,1535,West Kasipul Ward,Homa Bay,Kasipul Sub County,tn1vEO9VD83,nK0A12Q7MvS,NhsAMiaS0TD,25807.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,xiP5RKdvPTn,1536,South Kasipul Ward,Homa Bay,Kasipul Sub County,xiP5RKdvPTn,nK0A12Q7MvS,NhsAMiaS0TD,25691.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,UQYZGlkULva,1537,Central Kasipul Ward,Homa Bay,Kasipul Sub County,UQYZGlkULva,nK0A12Q7MvS,NhsAMiaS0TD,26016.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,RvsMMMCame7,1538,East Kamagak Ward,Homa Bay,Kasipul Sub County,RvsMMMCame7,nK0A12Q7MvS,NhsAMiaS0TD,14588.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,pPN9DI12g5m,1539,West Kamagak Ward,Homa Bay,Kasipul Sub County,pPN9DI12g5m,nK0A12Q7MvS,NhsAMiaS0TD,21015.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,nYfCFgklbTM,1540,Kabondo East Ward,Homa Bay,Kabondo Kasipul Sub County,nYfCFgklbTM,nK0A12Q7MvS,BzFBYZhF5fx,31962.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,zkOTNmaTloy,1541,Kabondo West Ward,Homa Bay,Kabondo Kasipul Sub County,zkOTNmaTloy,nK0A12Q7MvS,BzFBYZhF5fx,31131.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,dPxooReTfTv,1542,Kokwanyo/kakelo Ward,Homa Bay,Kabondo Kasipul Sub County,dPxooReTfTv,nK0A12Q7MvS,BzFBYZhF5fx,26532.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,FdJzxSJbjk3,1543,Kojwach Ward,Homa Bay,Kabondo Kasipul Sub County,FdJzxSJbjk3,nK0A12Q7MvS,BzFBYZhF5fx,17924.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,DbwgMpyBfwd,1544,West Karachuonyo Ward,Homa Bay,Karachuonyo Sub County,DbwgMpyBfwd,nK0A12Q7MvS,fmsyW02tPng,26069.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,bR7hQLC29rl,1545,North Karachuonyo Ward,Homa Bay,Karachuonyo Sub County,bR7hQLC29rl,nK0A12Q7MvS,fmsyW02tPng,23614.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,TzCE8I4W14b,1546,Central Ward,Homa Bay,Karachuonyo Sub County,TzCE8I4W14b,nK0A12Q7MvS,fmsyW02tPng,20475.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,LX2KPfCBef4,1547,Kanyaluo Ward,Homa Bay,Karachuonyo Sub County,LX2KPfCBef4,nK0A12Q7MvS,fmsyW02tPng,18684.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,V6fgSDAq913,1553,Kagan Ward,Homa Bay,Rangwe Sub County,V6fgSDAq913,nK0A12Q7MvS,iK2Jk2AxhlD,30553.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,ODrYkIYLlui,1554,Kochia Ward,Homa Bay,Rangwe Sub County,ODrYkIYLlui,nK0A12Q7MvS,iK2Jk2AxhlD,26554.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,zOOEW5td56i,1555,Homa Bay Central Ward,Homa Bay,Homa Bay Town Sub County,zOOEW5td56i,nK0A12Q7MvS,Ur2xRBDtazT,30575.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,OOiImc9uz5A,1556,Homa Bay Arujo Ward,Homa Bay,Homa Bay Town Sub County,OOiImc9uz5A,nK0A12Q7MvS,Ur2xRBDtazT,24310.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,C5EivIShRVo,1558,Homa Bay East Ward,Homa Bay,Homa Bay Town Sub County,C5EivIShRVo,nK0A12Q7MvS,Ur2xRBDtazT,27591.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,Fsxrjp3QlVa,1559,Kwabwai Ward,Homa Bay,Ndhiwa Sub County,Fsxrjp3QlVa,nK0A12Q7MvS,i2Y2fyNoFyZ,31596.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,MAZrrKvz7hU,1560,Kanyadoto Ward,Homa Bay,Ndhiwa Sub County,MAZrrKvz7hU,nK0A12Q7MvS,i2Y2fyNoFyZ,16331.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,JY7Gu5x4aGH,1561,Kanyikela Ward,Homa Bay,Ndhiwa Sub County,JY7Gu5x4aGH,nK0A12Q7MvS,i2Y2fyNoFyZ,6283.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,MLB4Nr73Nsh,1562,Kabouch North Ward,Homa Bay,Ndhiwa Sub County,MLB4Nr73Nsh,nK0A12Q7MvS,i2Y2fyNoFyZ,35270.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,eScf0oeCcVI,1563,Kabuoch South/pala Ward,Homa Bay,Ndhiwa Sub County,eScf0oeCcVI,nK0A12Q7MvS,i2Y2fyNoFyZ,26332.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,ccNnEThhT6C,1565,Kanyamwa Kosewe Ward,Homa Bay,Ndhiwa Sub County,ccNnEThhT6C,nK0A12Q7MvS,i2Y2fyNoFyZ,32958.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,SyS2T2z6JDZ,1566,Mfangano Island Ward,Homa Bay,Mbita Sub County,SyS2T2z6JDZ,nK0A12Q7MvS,mCGytMcMf6y,26120.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,OjYMSbDEKRc,1567,Rusinga Island Ward,Homa Bay,Mbita Sub County,OjYMSbDEKRc,nK0A12Q7MvS,mCGytMcMf6y,24275.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,eX9fqY9KVU8,1568,Kasgunga Ward,Homa Bay,Mbita Sub County,eX9fqY9KVU8,nK0A12Q7MvS,mCGytMcMf6y,19653.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,NHcPsj2IMSr,1579,Chavakali Ward,Vihiga,Sabatia Sub County,NHcPsj2IMSr,sANMZ3lpqGs,urtJSF5jcBC,18452.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,cUBWuuQYISs,1582,Busali Ward,Vihiga,Sabatia Sub County,cUBWuuQYISs,sANMZ3lpqGs,urtJSF5jcBC,23693.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,iphxMgFUJmE,1583,Shiru Ward,Vihiga,Hamisi Sub County,iphxMgFUJmE,sANMZ3lpqGs,BXaq5PxSfz2,22334.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,d7jBlFuDPt7,1584,Gisambai Ward,Vihiga,Hamisi Sub County,d7jBlFuDPt7,sANMZ3lpqGs,BXaq5PxSfz2,21452.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,tDKdg7EyyCj,1585,Muhudu Ward,Vihiga,Hamisi Sub County,tDKdg7EyyCj,sANMZ3lpqGs,BXaq5PxSfz2,16659.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,pyG6e1Uq18m,1586,Tambua Ward,Vihiga,Hamisi Sub County,pyG6e1Uq18m,sANMZ3lpqGs,BXaq5PxSfz2,18689.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,USg05TR1JwK,1587,Jepkoyai Ward,Vihiga,Hamisi Sub County,USg05TR1JwK,sANMZ3lpqGs,BXaq5PxSfz2,19055.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,P35Hsu3jEza,1591,Luanda South Ward,Vihiga,Luanda Sub County,P35Hsu3jEza,sANMZ3lpqGs,lkYdgjRSOoE,19994.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,AgnY1dRfILu,1593,North East Bunyore Ward,Vihiga,Emuhaya Sub County,AgnY1dRfILu,sANMZ3lpqGs,Lpy789vqRC6,29991.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,r6KB3hMzaXh,1596,Banja Ward,Vihiga,Hamisi Sub County,r6KB3hMzaXh,sANMZ3lpqGs,BXaq5PxSfz2,22535.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,hTylTMl1aid,1597,South Maragoli Ward,Vihiga,Vihiga Sub County,hTylTMl1aid,sANMZ3lpqGs,OOF3UX4yOt7,19293.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,hXKwpKcEej9,1598,Shamakhokho Ward,Vihiga,Hamisi Sub County,hXKwpKcEej9,sANMZ3lpqGs,BXaq5PxSfz2,27535.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,iKvnghqTvSP,1600,Cheptais Ward,Bungoma,Cheptais Sub County,iKvnghqTvSP,KGHhQ5GLd4k,NZphHeczehh,28788.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,WIQaiUzKu6p,1603,Kakateny Ward,Bungoma,Cheptais Sub County,WIQaiUzKu6p,KGHhQ5GLd4k,NZphHeczehh,28668.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,X2TaEHQHj6z,1604,Kaptama Ward,Bungoma,Mt Elgon Sub County,X2TaEHQHj6z,KGHhQ5GLd4k,ZCYATXdLsL1,33555.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,ftbk97ko25V,1607,Malakisi/south Kulisiru Ward,Bungoma,Sirisia Sub County,ftbk97ko25V,KGHhQ5GLd4k,whWfFA9D7td,35067.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,nNiOxPPdyhk,1608,Lwandanyi Ward,Bungoma,Sirisia Sub County,nNiOxPPdyhk,KGHhQ5GLd4k,whWfFA9D7td,39802.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,gZqLcfKb6LQ,1610,West Nalondo Ward,Bungoma,Kabuchai Sub County,gZqLcfKb6LQ,KGHhQ5GLd4k,k1mze33jOs0,33130.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,IVA8tzQOkNT,1612,Mukuyuni Ward,Bungoma,Kabuchai Sub County,IVA8tzQOkNT,KGHhQ5GLd4k,k1mze33jOs0,37988.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,sIW2S02bdN0,1616,Kabula  Ward,Bungoma,Bumula Sub County,sIW2S02bdN0,KGHhQ5GLd4k,jkQZEow83MX,20756.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,bMDzJFxR86n,1617,Kimaeti Ward,Bungoma,Bumula Sub County,bMDzJFxR86n,KGHhQ5GLd4k,jkQZEow83MX,36539.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,iKmwecDBqgX,1619,Siboti Ward,Bungoma,Bumula Sub County,iKmwecDBqgX,KGHhQ5GLd4k,jkQZEow83MX,32507.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,r6SlF5OJDxM,1620,Bukembe West Ward,Bungoma,Kanduyi Sub County,r6SlF5OJDxM,KGHhQ5GLd4k,CUjthlounWV,20311.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,gsSTglpX3Wd,1621,Bukembe East Ward,Bungoma,Kanduyi Sub County,gsSTglpX3Wd,KGHhQ5GLd4k,CUjthlounWV,26749.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,rAJO40KF2F6,1634,Bokoli Ward,Bungoma,Webuye West Sub County,rAJO40KF2F6,KGHhQ5GLd4k,aqYhbqKclsI,32891.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,pxOm9J6SORx,1635,Kibingei Ward,Bungoma,Kimilili Sub County,pxOm9J6SORx,KGHhQ5GLd4k,AphsS3lJwKU,34458.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,E9RhI4J0cKC,1636,Kimilili Ward,Bungoma,Kimilili Sub County,E9RhI4J0cKC,KGHhQ5GLd4k,AphsS3lJwKU,36267.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,ZZrtQfVb4kP,1637,Maeni Ward,Bungoma,Kimilili Sub County,ZZrtQfVb4kP,KGHhQ5GLd4k,AphsS3lJwKU,24209.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,krBcnnShWw6,1638,Kamukuywa Ward,Bungoma,Kimilili Sub County,krBcnnShWw6,KGHhQ5GLd4k,AphsS3lJwKU,37888.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,dqhHnPkEqDH,1639,Mbakalo Ward,Bungoma,Tongaren Sub County,dqhHnPkEqDH,KGHhQ5GLd4k,orUwYD52An3,32229.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,AwkuNWBAvnV,1640,Naitiri/kabuyefwe Ward,Bungoma,Tongaren Sub County,AwkuNWBAvnV,KGHhQ5GLd4k,orUwYD52An3,38023.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,ky9RthnIKqS,1641,Milima Ward,Bungoma,Tongaren Sub County,ky9RthnIKqS,KGHhQ5GLd4k,orUwYD52An3,33352.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,ZoZCpnAFcGo,1642,Ndalu/ Tabani Ward,Bungoma,Tongaren Sub County,ZoZCpnAFcGo,KGHhQ5GLd4k,orUwYD52An3,21148.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,Epj7vWxFyG0,1643,Tongaren Ward,Bungoma,Tongaren Sub County,Epj7vWxFyG0,KGHhQ5GLd4k,orUwYD52An3,33907.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,pc8868uNy8r,1644,Soysambu/ Mitua Ward,Bungoma,Tongaren Sub County,pc8868uNy8r,KGHhQ5GLd4k,orUwYD52An3,28819.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,ceveVgwvcc7,1645,Mautuma Ward,Kakamega,Lugari Sub County,ceveVgwvcc7,BjC1xL40gHo,ZOdhgR19Akq,25082.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,QDeZMYaTxpd,1646,Lugari Ward,Kakamega,Lugari Sub County,QDeZMYaTxpd,BjC1xL40gHo,ZOdhgR19Akq,31381.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,F2TBdrJClsv,1647,Lumakanda Ward,Kakamega,Lugari Sub County,F2TBdrJClsv,BjC1xL40gHo,ZOdhgR19Akq,29955.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,WU8NRoTwaDK,1648,Chekalini Ward,Kakamega,Lugari Sub County,WU8NRoTwaDK,BjC1xL40gHo,ZOdhgR19Akq,19705.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,T7ArssRHW3p,1649,Chevaywa Ward,Kakamega,Lugari Sub County,T7ArssRHW3p,BjC1xL40gHo,ZOdhgR19Akq,33145.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,nbaDAo4y7cH,1650,Lwandeti Ward,Kakamega,Lugari Sub County,nbaDAo4y7cH,BjC1xL40gHo,ZOdhgR19Akq,27746.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,tzPsC2kiU56,1651,Likuyani Ward,Kakamega,Likuyani Sub County,tzPsC2kiU56,BjC1xL40gHo,wMv0s3U2nnG,27243.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,A7zboeNsKAz,1652,Sango Ward,Kakamega,Likuyani Sub County,A7zboeNsKAz,BjC1xL40gHo,wMv0s3U2nnG,22853.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,mluOaVta06m,1653,Kongoni Ward,Kakamega,Likuyani Sub County,mluOaVta06m,BjC1xL40gHo,wMv0s3U2nnG,23701.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,bWhvWmGfQqn,1654,Nzoia Ward,Kakamega,Likuyani Sub County,bWhvWmGfQqn,BjC1xL40gHo,wMv0s3U2nnG,30321.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
HDX_ARC_WARDS_1450,clRPOipiZXp,1655,Sinoko Ward,Kakamega,Likuyani Sub County,clRPOipiZXp,BjC1xL40gHo,wMv0s3U2nnG,21019.0,2016-03-31,2019-04-12,historical_crosswalk_baseline
