source_code,source_record_id,level,name,source_pcode,parent_source_pcode,valid_on,valid_to,version,area_sqkm,center_lat,center_lon,geometry_file,source_status
HDX_COD_AB_KE,KE035,admin1,Kericho,KE035,KE,2019-10-31,,v01,2513.21074587,-0.31668251,35.22599737,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE022,admin1,Kiambu,KE022,KE,2019-10-31,,v01,2542.97165236,-1.03438495,36.8432158,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE003,admin1,Kilifi,KE003,KE,2019-10-31,,v01,12599.27979682,-3.1524409,39.67270758,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE020,admin1,Kirinyaga,KE020,KE,2019-10-31,,v01,1475.2818936,-0.46735013,37.30190207,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE045,admin1,Kisii,KE045,KE,2019-10-31,,v01,1313.73442294,-0.73667733,34.75351019,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE042,admin1,Kisumu,KE042,KE,2019-10-31,,v01,2665.03604841,-0.19437981,34.77732898,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE015,admin1,Kitui,KE015,KE,2019-10-31,,v01,30456.88378034,-1.56049001,38.37181031,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE002,admin1,Kwale,KE002,KE,2019-10-31,,v01,8266.02617419,-4.12059128,39.06613621,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE031,admin1,Laikipia,KE031,KE,2019-10-31,,v01,9536.92035995,0.28913392,36.82524807,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE005,admin1,Lamu,KE005,KE,2019-10-31,,v01,6047.02159724,-2.06367919,40.54582958,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE016,admin1,Machakos,KE016,KE,2019-10-31,,v01,6044.25873632,-1.27623744,37.39459507,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE017,admin1,Makueni,KE017,KE,2019-10-31,,v01,8174.85320364,-2.2536367,37.87666293,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE009,admin1,Mandera,KE009,KE,2019-10-31,,v01,25979.27364387,3.23096382,40.71134647,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE010,admin1,Marsabit,KE010,KE,2019-10-31,,v01,76027.83639264,2.86048025,37.71488446,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE012,admin1,Meru,KE012,KE,2019-10-31,,v01,6992.54345554,0.22905493,37.7761107,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE044,admin1,Migori,KE044,KE,2019-10-31,,v01,3144.29879206,-1.01870394,34.3091728,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE001,admin1,Mombasa,KE001,KE,2019-10-31,,v01,233.60818773,-3.990448,39.70112953,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE021,admin1,Murang'a,KE021,KE,2019-10-31,,v01,2525.49493163,-0.82851937,37.00417345,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE047,admin1,Nairobi,KE047,KE,2019-10-31,,v01,707.54232376,-1.3004886,36.82792609,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE029,admin1,Nandi,KE029,KE,2019-10-31,,v01,2835.78654137,0.22735237,35.12387568,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE033,admin1,Narok,KE033,KE,2019-10-31,,v01,17912.18466122,-1.2798779,35.4763579,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE046,admin1,Nyamira,KE046,KE,2019-10-31,,v01,897.15283946,-0.64937849,34.93339785,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE018,admin1,Nyandarua,KE018,KE,2019-10-31,,v01,3266.72590983,-0.38909294,36.49743136,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE019,admin1,Nyeri,KE019,KE,2019-10-31,,v01,3334.57237788,-0.3143747,36.93047349,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE025,admin1,Samburu,KE025,KE,2019-10-31,,v01,21015.66964537,1.54137314,36.94153954,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE041,admin1,Siaya,KE041,KE,2019-10-31,,v01,3520.4349196,-0.05767351,34.19988707,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE006,admin1,Taita Taveta,KE006,KE,2019-10-31,,v01,17131.06393654,-3.40520335,38.37176029,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE004,admin1,Tana River,KE004,KE,2019-10-31,,v01,39192.09311281,-1.53491779,39.55028762,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE013,admin1,Tharaka-Nithi,KE013,KE,2019-10-31,,v01,2580.98389939,-0.19144518,37.96041722,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE026,admin1,Trans Nzoia,KE026,KE,2019-10-31,,v01,2484.70398507,1.0459151,34.9807775,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE023,admin1,Turkana,KE023,KE,2019-10-31,,v01,70131.7589079,3.16248786,35.3134923,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE027,admin1,Uasin Gishu,KE027,KE,2019-10-31,,v01,3396.83909229,0.47818764,35.30379897,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE038,admin1,Vihiga,KE038,KE,2019-10-31,,v01,560.46853377,0.08485735,34.70778439,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE008,admin1,Wajir,KE008,KE,2019-10-31,,v01,56668.58927992,1.93971498,40.0245067,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE024,admin1,West Pokot,KE024,KE,2019-10-31,,v01,9305.51007437,1.89337371,35.21276783,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE032,admin1,Nakuru,KE032,KE,2019-10-31,,v01,7487.07246916,-0.45844803,36.1003836,ken_admin1.geojson,reference_baseline
HDX_COD_AB_KE,KE027144,admin2,Ainabkoi,KE027144,KE027,2019-10-31,,v01,502.56191783,0.31286511,35.45585864,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE035190,admin2,Ainamoi,KE035190,KE035,2019-10-31,,v01,245.64444558,-0.31245662,35.25994842,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE029152,admin2,Aldai,KE029152,KE029,2019-10-31,,v01,467.74427575,0.06016957,34.97529218,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE041234,admin2,Alego Usonga,KE041234,KE041,2019-10-31,,v01,607.54214356,0.06082957,34.21613625,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE044254,admin2,Awendo,KE044254,KE044,2019-10-31,,v01,262.95945064,-0.87300394,34.52916519,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE032174,admin2,Bahati,KE032174,KE032,2019-10-31,,v01,298.29775606,-0.22500391,36.14485288,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE007028,admin2,Balambala,KE007028,KE007,2019-10-31,,v01,4840.46340077,-0.02273556,39.36513412,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE009040,admin2,Banissa,KE009040,KE009,2019-10-31,,v01,3038.61551871,3.98556467,40.41330975,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE030159,admin2,Baringo Central,KE030159,KE030,2019-10-31,,v01,661.6928548,0.40873262,35.75810853,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE030158,admin2,Baringo North,KE030158,KE030,2019-10-31,,v01,1633.77468037,0.76985213,35.8085383,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE030160,admin2,Baringo South,KE030160,KE030,2019-10-31,,v01,1826.79167508,0.45845972,36.05190879,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE035192,admin2,Belgut,KE035192,KE035,2019-10-31,,v01,382.72892633,-0.39899874,35.36976437,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE045264,admin2,Bobasi,KE045264,KE045,2019-10-31,,v01,240.35222583,-0.81964996,34.79862706,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE045263,admin2,Bomachoge Borabu,KE045263,KE045,2019-10-31,,v01,114.15126455,-0.90575394,34.75145886,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE045265,admin2,Bomachoge Chache,KE045265,KE045,2019-10-31,,v01,101.99774136,-0.80439879,34.7158786,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE036197,admin2,Bomet Central,KE036197,KE036,2019-10-31,,v01,268.95050205,-0.73095473,35.3145147,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE036196,admin2,Bomet East,KE036196,KE036,2019-10-31,,v01,305.80982816,-0.84752115,35.41991749,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE045261,admin2,Bonchari,KE045261,KE045,2019-10-31,,v01,126.67823211,-0.65930394,34.68920926,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE041236,admin2,Bondo,KE041236,KE041,2019-10-31,,v01,1310.51628491,-0.14802269,34.13697791,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE046273,admin2,Borabu,KE046273,KE046,2019-10-31,,v01,293.28179986,-0.69214467,35.04309531,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE040231,admin2,Budalangi,KE040231,KE040,2019-10-31,,v01,310.63627366,0.08071915,33.99113287,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE039219,admin2,Bumula,KE039219,KE039,2019-10-31,,v01,345.33320322,0.56788403,34.4496374,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE004020,admin2,Bura,KE004020,KE004,2019-10-31,,v01,13602.53874286,-0.6514223,39.30092883,ken_admin2.geojson,reference_baseline
HDX_COD_AB_KE,KE035191,admin2,Buret,KE035191,KE035,2019-10-31,,v01,315.70706395,-0.55863278,35.12454237,ken_admin2.geojson,reference_baseline
